845.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
855.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
865.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
875.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
885.000	82.000	2.000	220.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000
895.000	36.000	2.000	13.000	82.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
905.000	36.000	2.000	174.000	197.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
915.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
925.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
935.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
945.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
955.000	36.000	151.000	2.000	105.000	151.000	13.000	13.000	13.000	8.000	8.000	8.000
965.000	82.000	2.000	128.000	82.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
975.000	151.000	2.000	151.000	59.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000
985.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
995.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1005.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1015.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1025.000	151.000	2.000	128.000	197.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1035.000	59.000	2.000	105.000	82.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000
1045.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1055.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1065.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1075.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1085.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1095.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1105.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1115.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1125.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1135.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1145.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1155.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1165.000	36.000	59.000	2.000	151.000	36.000	13.000	13.000	13.000	13.000	8.000	8.000
1175.000	59.000	2.000	220.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1185.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1195.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1205.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1215.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1225.000	36.000	59.000	2.000	174.000	174.000	13.000	13.000	13.000	13.000	8.000	8.000
1235.000	128.000	2.000	13.000	197.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1245.000	174.000	2.000	82.000	59.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000
1255.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1265.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1275.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1285.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1295.000	151.000	2.000	82.000	220.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1305.000	128.000	2.000	82.000	151.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1315.000	36.000	2.000	13.000	36.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1325.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1335.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1345.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1355.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1365.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1375.000	59.000	2.000	82.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1385.000	36.000	105.000	2.000	128.000	105.000	13.000	13.000	13.000	8.000	8.000	8.000
1395.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1405.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1415.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1425.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1435.000	36.000	2.000	220.000	197.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1445.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1455.000	59.000	2.000	220.000	105.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000
1465.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1475.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1485.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1495.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1505.000	128.000	2.000	82.000	197.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1515.000	128.000	2.000	82.000	36.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1525.000	36.000	2.000	13.000	128.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
1535.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1545.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1555.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1565.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1575.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
1585.000	151.000	2.000	128.000	151.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
