505.000	59.000	2.000	13.000	220.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000
515.000	36.000	2.000	197.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000
525.000	36.000	2.000	151.000	128.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
535.000	36.000	2.000	105.000	151.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
545.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
555.000	82.000	2.000	59.000	59.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000
565.000	36.000	2.000	36.000	82.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
575.000	36.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
585.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
595.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
605.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
615.000	36.000	2.000	82.000	128.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
625.000	36.000	2.000	151.000	59.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000
635.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
645.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
655.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
665.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
675.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
685.000	174.000	2.000	197.000	151.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
695.000	36.000	82.000	2.000	59.000	174.000	13.000	13.000	13.000	13.000	8.000	8.000
705.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
715.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
725.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
735.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
745.000	36.000	59.000	2.000	13.000	59.000	13.000	13.000	13.000	13.000	13.000	8.000
755.000	36.000	59.000	2.000	197.000	36.000	13.000	13.000	13.000	13.000	8.000	8.000
765.000	36.000	36.000	2.000	36.000	36.000	13.000	13.000	13.000	8.000	8.000	8.000
775.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
785.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
795.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
805.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
815.000	36.000	2.000	128.000	36.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000
825.000	220.000	2.000	151.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000
835.000	13.000	13.000	13.000	13.000	13.000	8.000	8.000	8.000	8.000	8.000	8.000
